0 0 -5.33117831357e-08 -2.77555756156e-17
0 1 -5.31711118486e-08 -7.21644966006e-15
0 2 -5.2748760986e-08 -1.43496325933e-14
0 3 -5.2046789342e-08 -2.15244488899e-14
0 4 -5.10682552653e-08 -2.85327317329e-14
0 5 -4.98176768675e-08 -3.55132590002e-14
0 6 -4.82999621254e-08 -4.23550083894e-14
0 7 -4.65222188048e-08 -4.90718576884e-14
0 8 -4.44919300344e-08 -5.55944179581e-14
0 9 -4.22177740563e-08 -6.19782003497e-14
0 10 -3.97090012175e-08 -6.82093270754e-14
0 11 -3.69758721784e-08 -7.41628980449e-14
0 12 -3.40290585485e-08 -7.9866668834e-14
0 13 -3.08800508585e-08 -8.5348395018e-14
0 14 -2.75405944804e-08 -9.05941988094e-14
0 15 -2.40230664824e-08 -9.55208134812e-14
0 16 -2.03399644888e-08 -1.00225383548e-13
0 17 -1.65042489971e-08 -1.04541375556e-13
0 18 -1.25288943891e-08 -1.08552056233e-13
0 19 -8.42720022074e-09 -1.12271303365e-13
0 20 -4.21240864249e-09 -1.15601972439e-13
0 21 1.02018738835e-10 -1.18585696818e-13
0 22 4.50270910997e-09 -1.21250232077e-13
0 23 8.97614355923e-09 -1.23484555914e-13
0 24 1.35088924646e-08 -1.2534417948e-13
0 25 1.80874210313e-08 -1.26842980563e-13
0 26 2.26982577819e-08 -1.27897692437e-13
0 27 2.73278477815e-08 -1.28549948464e-13
0 28 3.1962652502e-08 -1.28730359705e-13
0 29 3.65890566403e-08 -1.28480559525e-13
0 30 4.11934058963e-08 -1.27786670134e-13
0 31 4.57619638762e-08 -1.26620935958e-13
0 32 5.02808909386e-08 -1.24955601422e-13
0 33 5.47362496004e-08 -1.22790666524e-13
0 34 5.91139198198e-08 -1.20112253477e-13
0 35 6.33996464302e-08 -1.16961995644e-13
0 36 6.75788889586e-08 -1.13201115148e-13
0 37 7.16368946054e-08 -1.08954512079e-13
0 38 7.55584803248e-08 -1.0413891971e-13
0 39 7.93281227216e-08 -9.8712704677e-14
0 40 8.29296677491e-08 -9.27452559196e-14
0 41 8.6346436832e-08 -8.61671844987e-14
0 42 8.95608813655e-08 -7.90340015655e-14
0 43 9.25547176382e-08 -7.13179515443e-14
0 44 9.53085706865e-08 -6.29912788596e-14
0 45 9.78021932103e-08 -5.4081739087e-14
0 46 1.00014182441e-07 -4.45615766509e-14
0 47 1.01922391827e-07 -3.44863027024e-14
0 48 1.04454590774e-07 -2.36199948489e-14
0 49 1.05412921806e-07 -1.19210197269e-14
0 50 1.05733918698e-07 -1.38777878078e-17
0 51 1.05412921827e-07 1.19071419391e-14
0 52 1.04454590756e-07 2.36061170611e-14
0 53 1.01922391837e-07 3.4514058278e-14
0 54 1.00014182476e-07 4.45893322265e-14
0 55 9.78021932137e-08 5.40401057236e-14
0 56 9.53085707178e-08 6.2963523284e-14
0 57 9.25547176312e-08 7.13040737565e-14
0 58 8.95608813343e-08 7.90340015655e-14
0 59 8.63464368459e-08 8.61671844987e-14
0 60 8.29296677526e-08 9.27313781318e-14
0 61 7.93281227077e-08 9.87265824648e-14
0 62 7.5558480304e-08 1.0413891971e-13
0 63 7.16368945985e-08 1.08968389867e-13
0 64 6.75788889586e-08 1.13228870724e-13
0 65 6.33996464302e-08 1.16975873432e-13
0 66 5.91139198059e-08 1.20112253477e-13
0 67 5.47362496039e-08 1.22762910948e-13
0 68 5.02808909524e-08 1.24983356997e-13
0 69 4.57619639143e-08 1.26620935958e-13
0 70 4.11934059067e-08 1.27800547922e-13
0 71 3.65890566264e-08 1.28438926161e-13
0 72 3.1962652509e-08 1.28758115281e-13
0 73 2.7327847778e-08 1.285083151e-13
0 74 2.2698257775e-08 1.27869936861e-13
0 75 1.80874210244e-08 1.26815224988e-13
0 76 1.35088924993e-08 1.25371935056e-13
0 77 8.97614354188e-09 1.23470678126e-13
0 78 4.50270913079e-09 1.21222476501e-13
0 79 1.02018731896e-10 1.18599574606e-13
0 80 -4.21240861821e-09 1.15601972439e-13
0 81 -8.42720019299e-09 1.12299058941e-13
0 82 -1.25288944203e-08 1.08538178445e-13
0 83 -1.65042489867e-08 1.04541375556e-13
0 84 -2.03399644784e-08 1.00197627972e-13
0 85 -2.40230664511e-08 9.55485690568e-14
0 86 -2.75405944908e-08 9.05941988094e-14
0 87 -3.08800508446e-08 8.53622728059e-14
0 88 -3.40290585416e-08 7.98805466218e-14
0 89 -3.69758721784e-08 7.41767758328e-14
0 90 -3.9709001214e-08 6.8167693712e-14
0 91 -4.22177740771e-08 6.19920781375e-14
0 92 -4.44919300448e-08 5.55944179581e-14
0 93 -4.65222187979e-08 4.9030224325e-14
0 94 -4.82999621324e-08 4.23688861773e-14
0 95 -4.98176768814e-08 3.55132590002e-14
0 96 -5.1068255241e-08 2.85466095207e-14
0 97 -5.2046789335e-08 2.14689377387e-14
0 98 -5.27487609686e-08 1.43496325933e-14
0 99 -5.31711118868e-08 7.18869408445e-15
1 0 -5.33823836593e-08 0.0
1 1 -5.32415775277e-08 2.83873634935e-10
1 2 -5.28201635032e-08 5.65992132158e-10
1 3 -5.21197717296e-08 8.45533551925e-10
1 4 -5.11434712555e-08 1.12132674772e-09
1 5 -4.98955341427e-08 1.39202683699e-09
1 6 -4.83815436786e-08 1.65678542892e-09
1 7 -4.66078747603e-08 1.91487232984e-09
1 8 -4.45822294074e-08 2.16516121848e-09
1 9 -4.231319124e-08 2.40674214216e-09
1 10 -3.98100308908e-08 2.638862217e-09
1 11 -3.70829103424e-08 2.86075931653e-09
1 12 -3.4142524335e-08 3.07184883893e-09
1 13 -3.10002630631e-08 3.27151846845e-09
1 14 -2.76679001747e-08 3.45934659788e-09
1 15 -2.41577164609e-08 3.63485828768e-09
1 16 -2.04822433074e-08 3.79777306777e-09
1 17 -1.66543506869e-08 3.94772985197e-09
1 18 -1.26870555236e-08 4.08455701369e-09
1 19 -8.59357199067e-09 4.20797265341e-09
1 20 -4.3871928161e-09 4.31787661515e-09
1 21 -8.13010238984e-11 4.41402741151e-09
1 22 4.31067542917e-09 4.49635422414e-09
1 23 8.77529252973e-09 4.56461929877e-09
1 24 1.32990610991e-08 4.61874158914e-09
1 25 1.78685230138e-08 4.65845236576e-09
1 26 2.24701483951e-08 4.6836285604e-09
1 27 2.70904628892e-08 4.69394415607e-09
1 28 3.1715877349e-08 4.68920965158e-09
1 29 3.63328673011e-08 4.66902748994e-09
1 30 4.09277392304e-08 4.63312971883e-09
1 31 4.54868639905e-08 4.58104429916e-09
1 32 4.99963795308e-08 4.51242828304e-09
1 33 5.44424743994e-08 4.42674748667e-09
1 34 5.88110272358e-08 4.32360125831e-09
1 35 6.30879302279e-08 4.2024237589e-09
1 36 6.7258660635e-08 4.06279229879e-09
1 37 7.1308633634e-08 3.90415583264e-09
1 38 7.52227004747e-08 3.72612493586e-09
1 39 7.89855178331e-08 3.52822992858e-09
1 40 8.25809750477e-08 3.3101875929e-09
1 41 8.59925759842e-08 3.07169487957e-09
1 42 8.9202809046e-08 2.8126659267e-09
1 43 9.21935613712e-08 2.53306306998e-09
1 44 9.4945473633e-08 2.23310004121e-09
1 45 9.74384382872e-08 1.91310911625e-09
1 46 9.96510315992e-08 1.5737010843e-09
1 47 1.01561203759e-07 1.21566672947e-09
1 48 1.04107474973e-07 8.29123484842e-10
1 49 1.05067795079e-07 4.17991575272e-10
1 50 1.05389433053e-07 0.0
1 51 1.05067795076e-07 -4.17991603028e-10
1 52 1.04107475e-07 -8.29123470964e-10
1 53 1.01561203776e-07 -1.21566667396e-09
